actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_TCP_pose_0 actual_TCP_pose_1 actual_TCP_pose_2 actual_TCP_pose_3 actual_TCP_pose_4 actual_TCP_pose_5
5.096238136291504 -1.187895492916443 1.1639936606036585 4.96570514419631 -1.458069149647848 -5.594006840382711 -0.3717531256972633 0.47857508417524447 0.26156256454745874 2.8535189301497987 -0.4577040379086015 0.032808927305020684
5.0962138175964355 -1.1879194539836426 1.163922135029928 4.965729224472799 -1.458092991505758 -5.5940426031695765 -0.37173929772933645 0.4785971657211371 0.26160537540841267 2.8535950503726935 -0.4576897915990088 0.03277503778851712
5.0962138175964355 -1.187907413845398 1.1639583746539515 4.96570514419631 -1.458092991505758 -5.594030682240621 -0.37173848264864484 0.47859513114025665 0.2615837462748877 2.8535714883448273 -0.4577052890009218 0.03279510906987097
5.096238136291504 -1.1879194539836426 1.1639698187457483 4.965741145401754 -1.458081070576803 -5.594018999730245 -0.3717475442609844 0.4785704703510376 0.2615851387641598 2.853537889834769 -0.45768647552859876 0.03281285728887017
5.096238136291504 -1.187907413845398 1.1639936606036585 4.965741145401754 -1.458092991505758 -5.594030682240621 -0.3717421251812214 0.4785662486940484 0.2615676354854559 2.853515465335958 -0.457666658483974 0.03285212482509507
5.096238136291504 -1.1879194539836426 1.1639698187457483 4.965729224472799 -1.458081070576803 -5.594030682240621 -0.3717489017573008 0.478573835905215 0.2615855173211611 2.8535507987977935 -0.4576704218194185 0.03280193797076763
5.096225738525391 -1.1879435342601319 1.1639583746539515 4.965741145401754 -1.458081070576803 -5.594018999730245 -0.3717419860408484 0.47857600559321545 0.26160403571913504 2.8535657207861562 -0.4577061916895535 0.03278436220561479
5.096225738525391 -1.1879435342601319 1.1639936606036585 4.965692984848776 -1.4580567518817347 -5.594030682240621 -0.3717501642493947 0.47857745301446386 0.26159135029925584 2.8535670478982467 -0.45769214040580536 0.03274235590209561
5.096225738525391 -1.1879314941218873 1.1639698187457483 4.965692984848776 -1.4581049124347132 -5.5940545240985315 -0.37174018976553375 0.47858999332278596 0.26159295200368804 2.8536071628013127 -0.4576545486843096 0.03278954873343918
5.096238136291504 -1.1878834527781983 1.1639459768878382 4.965717303543844 -1.458092991505758 -5.5940426031695765 -0.37175098983382826 0.47858825925816056 0.2615746456631099 2.853559326400943 -0.45765231012555496 0.032814879159169114
5.0962018966674805 -1.187907413845398 1.1639459768878382 4.965692984848776 -1.458081070576803 -5.594006840382711 -0.3717387612836155 0.47860518421949505 0.2615897605605185 2.853578603304781 -0.4577587512438713 0.03276426168807734
5.096225738525391 -1.187955455189087 1.1639936606036585 4.965741145401754 -1.458092991505758 -5.594030682240621 -0.3717344193932492 0.47856644442829577 0.2615956506086468 2.8535541421723036 -0.457687076993278 0.032814381823131296
5.096238136291504 -1.1879194539836426 1.1639936606036585 4.965717303543844 -1.4580448309527796 -5.5940426031695765 -0.37175744731263527 0.4785669787541841 0.2615769043634932 2.8535245517841976 -0.4576558295380131 0.03276323343969868
5.096250057220459 -1.187907413845398 1.1639812628375452 4.96570514419631 -1.458081070576803 -5.594006840382711 -0.3717565295092391 0.47857416982075435 0.2615744063110644 2.8535489412347648 -0.457687402154209 0.03280806498860897
5.096238136291504 -1.187907413845398 1.1639097372638147 4.965729224472799 -1.458081070576803 -5.594018999730245 -0.3717559802886689 0.4785914199816995 0.2616039819518542 2.853589861281709 -0.4576899268425687 0.03276861905547532
5.0962138175964355 -1.1879194539836426 1.1639936606036585 4.96570514419631 -1.458081070576803 -5.5940545240985315 -0.3717373727365891 0.47858313543267944 0.2615761687054899 2.853550481158185 -0.45767091541665883 0.03279299034355888
5.0962138175964355 -1.187895492916443 1.1639812628375452 4.96570514419631 -1.458092991505758 -5.594018999730245 -0.3717363951469389 0.4785899483693279 0.26156708552897695 2.8535387591784986 -0.45771995565682894 0.03282293970873833
5.0962138175964355 -1.1879435342601319 1.1639812628375452 4.965717303543844 -1.4581049124347132 -5.594018999730245 -0.3717300074852205 0.47858331412585914 0.2615943462579341 2.8535759385618102 -0.4577210093107824 0.03281133627804079
5.096225738525391 -1.1879194539836426 1.1639936606036585 4.965729224472799 -1.4580567518817347 -5.593982998524801 -0.37174692612402366 0.47856943374111294 0.2615761567981361 2.8535042651333673 -0.4577569466528689 0.03279555816342415
5.096225738525391 -1.187895492916443 1.1639698187457483 4.965692984848776 -1.458081070576803 -5.5940426031695765 -0.371747979221213 0.4785908770159666 0.2615726950176147 2.8535611464595805 -0.45767161653707267 0.03278848437606302
5.0962018966674805 -1.1879194539836426 1.1639583746539515 4.965692984848776 -1.458081070576803 -5.594030682240621 -0.3717369481588962 0.4786006778122495 0.2615915229498893 2.853583531605694 -0.45772466360074826 0.03276016503961258
5.096238136291504 -1.187907413845398 1.1639812628375452 4.965717303543844 -1.4581049124347132 -5.594018999730245 -0.3717429787215922 0.4785775920153217 0.2615732823654504 2.853550428823422 -0.45768428097128233 0.03284245392728442
5.096238136291504 -1.187895492916443 1.1639459768878382 4.965717303543844 -1.4581049124347132 -5.594018999730245 -0.3717473150543891 0.47858836503299645 0.26158129824037146 2.853570675558965 -0.457685659970735 0.03282521402965644
5.096189975738525 -1.1879194539836426 1.1639812628375452 4.96570514419631 -1.4580448309527796 -5.5940545240985315 -0.37173715218004955 0.47859171562100655 0.26158254946241954 2.8535370016029886 -0.45770881452228585 0.03273414485258419
5.0962018966674805 -1.1879194539836426 1.163922135029928 4.965717303543844 -1.458092991505758 -5.5940545240985315 -0.3717349497478242 0.47860496275150144 0.2616057541807244 2.853605174826777 -0.4576903884544743 0.032761897881721416
5.096250057220459 -1.1879194539836426 1.1639459768878382 4.965729224472799 -1.458069149647848 -5.5940426031695765 -0.37176047003391455 0.47857473148909474 0.26159599971816777 2.853570812242176 -0.45763884699410046 0.032769426831433
5.096189975738525 -1.1879194539836426 1.1639812628375452 4.965692984848776 -1.458081070576803 -5.594066683446066 -0.371728715675693 0.47859883160093586 0.26158181388903695 2.853568770817064 -0.45768889923323886 0.03276830283930335
5.096225738525391 -1.187907413845398 1.1640175024615687 4.965729224472799 -1.458069149647848 -5.593994919453756 -0.37174137775369065 0.47856526015806256 0.2615586387958797 2.853482138132671 -0.45773674723434615 0.03283537882736739
5.096225738525391 -1.187895492916443 1.1639812628375452 4.965729224472799 -1.458069149647848 -5.594018999730245 -0.3717458193916369 0.47857629512512967 0.26156705886517284 2.853508501539645 -0.4577037897676943 0.03281303484929194
5.0962018966674805 -1.1878834527781983 1.1639936606036585 4.965741145401754 -1.458081070576803 -5.5940545240985315 -0.37172889632463374 0.4785807091925055 0.26155403151945855 2.8534852135955155 -0.4576839391077138 0.032843925705880433
